BORO,VIOLATION CODE,VIOLATION DESCRIPTION,Latitude,Longitude
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.75723668772,-73.869261329814
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.74100854542,-73.981566825062
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.764433527936,-73.991953395968
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.7627376917,-73.975557575612
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.775135115665,-73.955225644383
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.791276931832,-73.972401508174
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.662096795502,-73.840609657694
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.777371576876,-73.961365877573
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.72940992601,-73.987090372775
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.754418104812,-73.827881250044
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.689373345092,-73.816060217244
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.710999646352,-73.951907114427
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.757342598018,-73.868268486711
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.847396513648,-73.849308591493
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.719746293725,-73.99714283496
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.729001678961,-74.000887576511
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.706263297358,-74.012908734166
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.687805344609,-73.995543235059
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.636683320312,-74.011886375796
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.707416601024,-74.007206509848
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.641201620602,-74.007217347388
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.783609299236,-73.977969257703
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.607984409012,-74.003878782153
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.670260942913,-73.820950841132
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.747530237861,-73.982442010813
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.60499342239,-73.978705471092
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.710404341229,-73.793771813642
Staten Island,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.522513916389,-74.239266119107
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.684627796133,-73.978957575841
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.790154436747,-73.811847922287
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.62197607424,-73.936179340278
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.640886379724,-73.965127729136
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.759098909404,-73.834139118565
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.731021738647,-74.004571518949
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.652054656939,-73.949718981438
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.750009774218,-73.991345194031
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.86201245293,-73.925022728194
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.743286415889,-73.979884486356
Brooklyn,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.638999844499,-73.948298405716
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.762687265522,-73.985798785463
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.726322703743,-74.004470174465
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.699940787714,-73.897356638793
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.854465546464,-73.865892004272
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.730439919887,-74.002121570309
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.675659941984,-73.815762906699
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.720185477997,-73.998199829815
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.722063414203,-73.885514563239
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.734233176,-73.997438093537
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.676594080842,-73.980319276468
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.684811819744,-73.844030990522
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.881356075528,-73.83845462912
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.686940417396,-73.990304138432
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.694376195237,-73.992845391234
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.835255356069,-73.907959626701
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.615615364848,-73.944732713813
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.744932117673,-73.99367720604
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.763294237692,-73.928206311867
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.754068239421,-73.982321170752
Queens,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.692378279864,-73.860370266791
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.713759821953,-73.993795605059
Bronx,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.894872066432,-73.882181055993
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.767926055718,-73.959010338739
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.844001522053,-73.903024804822
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.741869040229,-74.004713006739
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.654918537796,-73.930734476241
Manhattan,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.737864510633,-73.998033358575
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.759193669729,-73.990452406045
Bronx,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.854545458314,-73.91157662174
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.694886823634,-73.994698913437
Queens,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.704923199785,-73.911292550063
Brooklyn,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.586297308425,-73.988245036881
Manhattan,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.731536585101,-73.98299468347
